fila_excel,columna,descripcion
402,linea_id,ID 3 no existe en lineas. Convertido a NULL.
403,Id_cliente,ID 402 no existe en clients. Convertido a NULL.
403,linea_id,ID 3 no existe en lineas. Convertido a NULL.
404,Id_cliente,ID 403 no existe en clients. Convertido a NULL.
404,linea_id,ID 3 no existe en lineas. Convertido a NULL.
405,Id_cliente,ID 404 no existe en clients. Convertido a NULL.
405,linea_id,ID 3 no existe en lineas. Convertido a NULL.
406,Id_cliente,ID 405 no existe en clients. Convertido a NULL.
406,linea_id,ID 3 no existe en lineas. Convertido a NULL.
407,Id_cliente,ID 406 no existe en clients. Convertido a NULL.
407,linea_id,ID 3 no existe en lineas. Convertido a NULL.
408,Id_cliente,ID 407 no existe en clients. Convertido a NULL.
408,linea_id,ID 3 no existe en lineas. Convertido a NULL.
409,Id_cliente,ID 408 no existe en clients. Convertido a NULL.
409,linea_id,ID 3 no existe en lineas. Convertido a NULL.
410,Id_cliente,ID 409 no existe en clients. Convertido a NULL.
410,linea_id,ID 3 no existe en lineas. Convertido a NULL.
411,Id_cliente,ID 410 no existe en clients. Convertido a NULL.
411,linea_id,ID 3 no existe en lineas. Convertido a NULL.
412,Id_cliente,ID 411 no existe en clients. Convertido a NULL.
412,linea_id,ID 3 no existe en lineas. Convertido a NULL.
413,Id_cliente,ID 412 no existe en clients. Convertido a NULL.
413,linea_id,ID 3 no existe en lineas. Convertido a NULL.
414,Id_cliente,ID 413 no existe en clients. Convertido a NULL.
414,linea_id,ID 3 no existe en lineas. Convertido a NULL.
415,Id_cliente,ID 414 no existe en clients. Convertido a NULL.
415,linea_id,ID 3 no existe en lineas. Convertido a NULL.
416,Id_cliente,ID 415 no existe en clients. Convertido a NULL.
416,linea_id,ID 3 no existe en lineas. Convertido a NULL.
417,Id_cliente,ID 416 no existe en clients. Convertido a NULL.
417,linea_id,ID 3 no existe en lineas. Convertido a NULL.
418,Id_cliente,ID 417 no existe en clients. Convertido a NULL.
418,linea_id,ID 3 no existe en lineas. Convertido a NULL.
419,Id_cliente,ID 418 no existe en clients. Convertido a NULL.
419,linea_id,ID 3 no existe en lineas. Convertido a NULL.
420,Id_cliente,ID 419 no existe en clients. Convertido a NULL.
420,linea_id,ID 3 no existe en lineas. Convertido a NULL.
421,Id_cliente,ID 420 no existe en clients. Convertido a NULL.
421,linea_id,ID 3 no existe en lineas. Convertido a NULL.
422,Id_cliente,ID 421 no existe en clients. Convertido a NULL.
422,linea_id,ID 3 no existe en lineas. Convertido a NULL.
423,Id_cliente,ID 422 no existe en clients. Convertido a NULL.
423,linea_id,ID 3 no existe en lineas. Convertido a NULL.
424,Id_cliente,ID 423 no existe en clients. Convertido a NULL.
424,linea_id,ID 3 no existe en lineas. Convertido a NULL.
425,Id_cliente,ID 424 no existe en clients. Convertido a NULL.
425,linea_id,ID 3 no existe en lineas. Convertido a NULL.
426,Id_cliente,ID 425 no existe en clients. Convertido a NULL.
426,linea_id,ID 3 no existe en lineas. Convertido a NULL.
427,Id_cliente,ID 426 no existe en clients. Convertido a NULL.
427,linea_id,ID 3 no existe en lineas. Convertido a NULL.
428,Id_cliente,ID 427 no existe en clients. Convertido a NULL.
428,linea_id,ID 3 no existe en lineas. Convertido a NULL.
429,Id_cliente,ID 428 no existe en clients. Convertido a NULL.
429,linea_id,ID 3 no existe en lineas. Convertido a NULL.
430,Id_cliente,ID 429 no existe en clients. Convertido a NULL.
430,linea_id,ID 3 no existe en lineas. Convertido a NULL.
431,Id_cliente,ID 430 no existe en clients. Convertido a NULL.
431,linea_id,ID 3 no existe en lineas. Convertido a NULL.
432,Id_cliente,ID 431 no existe en clients. Convertido a NULL.
432,linea_id,ID 3 no existe en lineas. Convertido a NULL.
433,Id_cliente,ID 432 no existe en clients. Convertido a NULL.
433,linea_id,ID 3 no existe en lineas. Convertido a NULL.
434,Id_cliente,ID 433 no existe en clients. Convertido a NULL.
434,linea_id,ID 3 no existe en lineas. Convertido a NULL.
435,Id_cliente,ID 434 no existe en clients. Convertido a NULL.
435,linea_id,ID 3 no existe en lineas. Convertido a NULL.
436,Id_cliente,ID 435 no existe en clients. Convertido a NULL.
436,linea_id,ID 3 no existe en lineas. Convertido a NULL.
437,Id_cliente,ID 436 no existe en clients. Convertido a NULL.
437,linea_id,ID 3 no existe en lineas. Convertido a NULL.
438,Id_cliente,ID 437 no existe en clients. Convertido a NULL.
438,linea_id,ID 3 no existe en lineas. Convertido a NULL.
439,Id_cliente,ID 438 no existe en clients. Convertido a NULL.
439,linea_id,ID 3 no existe en lineas. Convertido a NULL.
440,Id_cliente,ID 439 no existe en clients. Convertido a NULL.
440,linea_id,ID 3 no existe en lineas. Convertido a NULL.
441,Id_cliente,ID 440 no existe en clients. Convertido a NULL.
442,Id_cliente,ID 441 no existe en clients. Convertido a NULL.
442,linea_id,ID 3 no existe en lineas. Convertido a NULL.
443,Id_cliente,ID 442 no existe en clients. Convertido a NULL.
443,linea_id,ID 3 no existe en lineas. Convertido a NULL.
444,Id_cliente,ID 443 no existe en clients. Convertido a NULL.
444,linea_id,ID 3 no existe en lineas. Convertido a NULL.
444,seguro,Decimal inválido. Convertido a NULL (nullable).
445,Id_cliente,ID 444 no existe en clients. Convertido a NULL.
445,linea_id,ID 3 no existe en lineas. Convertido a NULL.
446,Id_cliente,ID 445 no existe en clients. Convertido a NULL.
446,linea_id,ID 3 no existe en lineas. Convertido a NULL.
447,Id_cliente,ID 446 no existe en clients. Convertido a NULL.
447,linea_id,ID 3 no existe en lineas. Convertido a NULL.
448,Id_cliente,ID 447 no existe en clients. Convertido a NULL.
448,linea_id,ID 3 no existe en lineas. Convertido a NULL.
449,Id_cliente,ID 448 no existe en clients. Convertido a NULL.
449,linea_id,ID 3 no existe en lineas. Convertido a NULL.
450,Id_cliente,ID 449 no existe en clients. Convertido a NULL.
450,linea_id,ID 3 no existe en lineas. Convertido a NULL.
451,Id_cliente,ID 450 no existe en clients. Convertido a NULL.
451,linea_id,ID 3 no existe en lineas. Convertido a NULL.
452,Id_cliente,ID 451 no existe en clients. Convertido a NULL.
452,linea_id,ID 3 no existe en lineas. Convertido a NULL.
453,Id_cliente,ID 452 no existe en clients. Convertido a NULL.
453,linea_id,ID 3 no existe en lineas. Convertido a NULL.
454,Id_cliente,ID 453 no existe en clients. Convertido a NULL.
454,linea_id,ID 3 no existe en lineas. Convertido a NULL.
455,Id_cliente,ID 454 no existe en clients. Convertido a NULL.
455,linea_id,ID 3 no existe en lineas. Convertido a NULL.
456,Id_cliente,ID 455 no existe en clients. Convertido a NULL.
456,linea_id,ID 3 no existe en lineas. Convertido a NULL.
457,Id_cliente,ID 456 no existe en clients. Convertido a NULL.
457,linea_id,ID 3 no existe en lineas. Convertido a NULL.
458,Id_cliente,ID 457 no existe en clients. Convertido a NULL.
458,linea_id,ID 3 no existe en lineas. Convertido a NULL.
459,Id_cliente,ID 458 no existe en clients. Convertido a NULL.
459,linea_id,ID 3 no existe en lineas. Convertido a NULL.
460,Id_cliente,ID 459 no existe en clients. Convertido a NULL.
460,linea_id,ID 3 no existe en lineas. Convertido a NULL.
461,Id_cliente,ID 460 no existe en clients. Convertido a NULL.
461,linea_id,ID 3 no existe en lineas. Convertido a NULL.
462,Id_cliente,ID 461 no existe en clients. Convertido a NULL.
462,linea_id,ID 3 no existe en lineas. Convertido a NULL.
463,Id_cliente,ID 462 no existe en clients. Convertido a NULL.
463,linea_id,ID 3 no existe en lineas. Convertido a NULL.
464,Id_cliente,ID 463 no existe en clients. Convertido a NULL.
464,linea_id,ID 3 no existe en lineas. Convertido a NULL.
465,Id_cliente,ID 464 no existe en clients. Convertido a NULL.
465,linea_id,ID 3 no existe en lineas. Convertido a NULL.
466,Id_cliente,ID 465 no existe en clients. Convertido a NULL.
466,linea_id,ID 3 no existe en lineas. Convertido a NULL.
467,Id_cliente,ID 466 no existe en clients. Convertido a NULL.
467,linea_id,ID 3 no existe en lineas. Convertido a NULL.
468,Id_cliente,ID 467 no existe en clients. Convertido a NULL.
468,linea_id,ID 3 no existe en lineas. Convertido a NULL.
469,Id_cliente,ID 468 no existe en clients. Convertido a NULL.
469,linea_id,ID 3 no existe en lineas. Convertido a NULL.
470,Id_cliente,ID 469 no existe en clients. Convertido a NULL.
470,linea_id,ID 3 no existe en lineas. Convertido a NULL.
471,Id_cliente,ID 470 no existe en clients. Convertido a NULL.
471,linea_id,ID 3 no existe en lineas. Convertido a NULL.
472,Id_cliente,ID 471 no existe en clients. Convertido a NULL.
472,linea_id,ID 3 no existe en lineas. Convertido a NULL.
473,Id_cliente,ID 472 no existe en clients. Convertido a NULL.
473,linea_id,ID 3 no existe en lineas. Convertido a NULL.
474,Id_cliente,ID 473 no existe en clients. Convertido a NULL.
474,linea_id,ID 3 no existe en lineas. Convertido a NULL.
475,Id_cliente,ID 474 no existe en clients. Convertido a NULL.
475,linea_id,ID 3 no existe en lineas. Convertido a NULL.
476,Id_cliente,ID 475 no existe en clients. Convertido a NULL.
476,linea_id,ID 3 no existe en lineas. Convertido a NULL.
477,Id_cliente,ID 476 no existe en clients. Convertido a NULL.
477,linea_id,ID 3 no existe en lineas. Convertido a NULL.
478,Id_cliente,ID 477 no existe en clients. Convertido a NULL.
478,linea_id,ID 3 no existe en lineas. Convertido a NULL.
479,Id_cliente,ID 478 no existe en clients. Convertido a NULL.
479,linea_id,ID 3 no existe en lineas. Convertido a NULL.
480,Id_cliente,ID 479 no existe en clients. Convertido a NULL.
480,linea_id,ID 3 no existe en lineas. Convertido a NULL.
481,Id_cliente,ID 480 no existe en clients. Convertido a NULL.
481,linea_id,ID 3 no existe en lineas. Convertido a NULL.
482,Id_cliente,ID 481 no existe en clients. Convertido a NULL.
482,linea_id,ID 3 no existe en lineas. Convertido a NULL.
483,Id_cliente,ID 482 no existe en clients. Convertido a NULL.
483,linea_id,ID 3 no existe en lineas. Convertido a NULL.
484,Id_cliente,ID 483 no existe en clients. Convertido a NULL.
484,linea_id,ID 3 no existe en lineas. Convertido a NULL.
485,Id_cliente,ID 484 no existe en clients. Convertido a NULL.
485,linea_id,ID 3 no existe en lineas. Convertido a NULL.
486,Id_cliente,ID 485 no existe en clients. Convertido a NULL.
486,linea_id,ID 3 no existe en lineas. Convertido a NULL.
487,Id_cliente,ID 486 no existe en clients. Convertido a NULL.
487,linea_id,ID 3 no existe en lineas. Convertido a NULL.
488,Id_cliente,ID 487 no existe en clients. Convertido a NULL.
488,linea_id,ID 3 no existe en lineas. Convertido a NULL.
489,Id_cliente,ID 488 no existe en clients. Convertido a NULL.
489,linea_id,ID 3 no existe en lineas. Convertido a NULL.
490,Id_cliente,ID 489 no existe en clients. Convertido a NULL.
490,linea_id,ID 3 no existe en lineas. Convertido a NULL.
491,Id_cliente,ID 490 no existe en clients. Convertido a NULL.
491,linea_id,ID 3 no existe en lineas. Convertido a NULL.
492,Id_cliente,ID 491 no existe en clients. Convertido a NULL.
492,linea_id,ID 3 no existe en lineas. Convertido a NULL.
493,Id_cliente,ID 492 no existe en clients. Convertido a NULL.
493,linea_id,ID 3 no existe en lineas. Convertido a NULL.
494,Id_cliente,ID 493 no existe en clients. Convertido a NULL.
494,linea_id,ID 3 no existe en lineas. Convertido a NULL.
495,Id_cliente,ID 494 no existe en clients. Convertido a NULL.
496,Id_cliente,ID 495 no existe en clients. Convertido a NULL.
496,linea_id,ID 3 no existe en lineas. Convertido a NULL.
497,Id_cliente,ID 496 no existe en clients. Convertido a NULL.
497,linea_id,ID 3 no existe en lineas. Convertido a NULL.
498,Id_cliente,ID 497 no existe en clients. Convertido a NULL.
498,linea_id,ID 3 no existe en lineas. Convertido a NULL.
499,Id_cliente,ID 498 no existe en clients. Convertido a NULL.
499,linea_id,ID 3 no existe en lineas. Convertido a NULL.
500,Id_cliente,ID 499 no existe en clients. Convertido a NULL.
501,Id_cliente,ID 500 no existe en clients. Convertido a NULL.
501,linea_id,ID 3 no existe en lineas. Convertido a NULL.
502,Id_cliente,ID 501 no existe en clients. Convertido a NULL.
502,linea_id,ID 3 no existe en lineas. Convertido a NULL.
503,Id_cliente,ID 502 no existe en clients. Convertido a NULL.
503,linea_id,ID 3 no existe en lineas. Convertido a NULL.
504,Id_cliente,ID 503 no existe en clients. Convertido a NULL.
504,linea_id,ID 3 no existe en lineas. Convertido a NULL.
505,Id_cliente,ID 504 no existe en clients. Convertido a NULL.
505,linea_id,ID 3 no existe en lineas. Convertido a NULL.
506,Id_cliente,ID 505 no existe en clients. Convertido a NULL.
506,linea_id,ID 3 no existe en lineas. Convertido a NULL.
507,Id_cliente,ID 506 no existe en clients. Convertido a NULL.
507,linea_id,ID 3 no existe en lineas. Convertido a NULL.
508,Id_cliente,ID 507 no existe en clients. Convertido a NULL.
508,linea_id,ID 3 no existe en lineas. Convertido a NULL.
509,Id_cliente,ID 508 no existe en clients. Convertido a NULL.
509,linea_id,ID 3 no existe en lineas. Convertido a NULL.
510,Id_cliente,ID 509 no existe en clients. Convertido a NULL.
510,linea_id,ID 3 no existe en lineas. Convertido a NULL.
511,Id_cliente,ID 510 no existe en clients. Convertido a NULL.
511,linea_id,ID 3 no existe en lineas. Convertido a NULL.
512,Id_cliente,ID 511 no existe en clients. Convertido a NULL.
513,Id_cliente,ID 512 no existe en clients. Convertido a NULL.
513,linea_id,ID 3 no existe en lineas. Convertido a NULL.
514,Id_cliente,ID 513 no existe en clients. Convertido a NULL.
514,linea_id,ID 3 no existe en lineas. Convertido a NULL.
515,Id_cliente,ID 514 no existe en clients. Convertido a NULL.
515,linea_id,ID 3 no existe en lineas. Convertido a NULL.
516,Id_cliente,ID 515 no existe en clients. Convertido a NULL.
516,linea_id,ID 3 no existe en lineas. Convertido a NULL.
517,Id_cliente,ID 516 no existe en clients. Convertido a NULL.
517,linea_id,ID 3 no existe en lineas. Convertido a NULL.
518,Id_cliente,ID 517 no existe en clients. Convertido a NULL.
518,linea_id,ID 3 no existe en lineas. Convertido a NULL.
519,Id_cliente,ID 518 no existe en clients. Convertido a NULL.
519,linea_id,ID 3 no existe en lineas. Convertido a NULL.
520,Id_cliente,ID 519 no existe en clients. Convertido a NULL.
520,linea_id,ID 3 no existe en lineas. Convertido a NULL.
521,Id_cliente,ID 520 no existe en clients. Convertido a NULL.
521,linea_id,ID 3 no existe en lineas. Convertido a NULL.
522,Id_cliente,ID 521 no existe en clients. Convertido a NULL.
522,linea_id,ID 3 no existe en lineas. Convertido a NULL.
523,Id_cliente,ID 522 no existe en clients. Convertido a NULL.
523,linea_id,ID 3 no existe en lineas. Convertido a NULL.
524,Id_cliente,ID 523 no existe en clients. Convertido a NULL.
524,linea_id,ID 3 no existe en lineas. Convertido a NULL.
525,Id_cliente,ID 524 no existe en clients. Convertido a NULL.
525,linea_id,ID 3 no existe en lineas. Convertido a NULL.
526,Id_cliente,ID 525 no existe en clients. Convertido a NULL.
526,linea_id,ID 3 no existe en lineas. Convertido a NULL.
527,Id_cliente,ID 526 no existe en clients. Convertido a NULL.
527,linea_id,ID 3 no existe en lineas. Convertido a NULL.
528,Id_cliente,ID 527 no existe en clients. Convertido a NULL.
528,linea_id,ID 3 no existe en lineas. Convertido a NULL.
529,Id_cliente,ID 528 no existe en clients. Convertido a NULL.
529,linea_id,ID 3 no existe en lineas. Convertido a NULL.
530,Id_cliente,ID 529 no existe en clients. Convertido a NULL.
530,linea_id,ID 3 no existe en lineas. Convertido a NULL.
531,Id_cliente,ID 530 no existe en clients. Convertido a NULL.
531,linea_id,ID 3 no existe en lineas. Convertido a NULL.
532,Id_cliente,ID 531 no existe en clients. Convertido a NULL.
532,linea_id,ID 3 no existe en lineas. Convertido a NULL.
533,Id_cliente,ID 532 no existe en clients. Convertido a NULL.
533,linea_id,ID 3 no existe en lineas. Convertido a NULL.
534,Id_cliente,ID 533 no existe en clients. Convertido a NULL.
534,linea_id,ID 3 no existe en lineas. Convertido a NULL.
535,Id_cliente,ID 534 no existe en clients. Convertido a NULL.
535,linea_id,ID 3 no existe en lineas. Convertido a NULL.
536,Id_cliente,ID 535 no existe en clients. Convertido a NULL.
536,linea_id,ID 3 no existe en lineas. Convertido a NULL.
537,Id_cliente,ID 536 no existe en clients. Convertido a NULL.
537,linea_id,ID 3 no existe en lineas. Convertido a NULL.
538,Id_cliente,ID 537 no existe en clients. Convertido a NULL.
538,linea_id,ID 3 no existe en lineas. Convertido a NULL.
539,Id_cliente,ID 538 no existe en clients. Convertido a NULL.
539,linea_id,ID 3 no existe en lineas. Convertido a NULL.
540,Id_cliente,ID 539 no existe en clients. Convertido a NULL.
540,linea_id,ID 3 no existe en lineas. Convertido a NULL.
541,Id_cliente,ID 540 no existe en clients. Convertido a NULL.
541,linea_id,ID 3 no existe en lineas. Convertido a NULL.
542,Id_cliente,ID 541 no existe en clients. Convertido a NULL.
542,linea_id,ID 3 no existe en lineas. Convertido a NULL.
543,Id_cliente,ID 542 no existe en clients. Convertido a NULL.
543,linea_id,ID 3 no existe en lineas. Convertido a NULL.
544,Id_cliente,ID 543 no existe en clients. Convertido a NULL.
544,linea_id,ID 3 no existe en lineas. Convertido a NULL.
545,Id_cliente,ID 544 no existe en clients. Convertido a NULL.
545,linea_id,ID 3 no existe en lineas. Convertido a NULL.
546,Id_cliente,ID 545 no existe en clients. Convertido a NULL.
546,linea_id,ID 3 no existe en lineas. Convertido a NULL.
547,Id_cliente,ID 546 no existe en clients. Convertido a NULL.
547,linea_id,ID 3 no existe en lineas. Convertido a NULL.
548,Id_cliente,ID 547 no existe en clients. Convertido a NULL.
548,linea_id,ID 3 no existe en lineas. Convertido a NULL.
549,Id_cliente,ID 548 no existe en clients. Convertido a NULL.
549,linea_id,ID 3 no existe en lineas. Convertido a NULL.
550,Id_cliente,ID 549 no existe en clients. Convertido a NULL.
550,linea_id,ID 3 no existe en lineas. Convertido a NULL.
551,Id_cliente,ID 550 no existe en clients. Convertido a NULL.
551,linea_id,ID 3 no existe en lineas. Convertido a NULL.
552,Id_cliente,ID 551 no existe en clients. Convertido a NULL.
552,linea_id,ID 3 no existe en lineas. Convertido a NULL.
553,Id_cliente,ID 552 no existe en clients. Convertido a NULL.
553,linea_id,ID 3 no existe en lineas. Convertido a NULL.
554,Id_cliente,ID 553 no existe en clients. Convertido a NULL.
554,linea_id,ID 3 no existe en lineas. Convertido a NULL.
555,Id_cliente,ID 554 no existe en clients. Convertido a NULL.
555,linea_id,ID 3 no existe en lineas. Convertido a NULL.
556,Id_cliente,ID 555 no existe en clients. Convertido a NULL.
556,linea_id,ID 3 no existe en lineas. Convertido a NULL.
557,Id_cliente,ID 556 no existe en clients. Convertido a NULL.
557,linea_id,ID 3 no existe en lineas. Convertido a NULL.
558,Id_cliente,ID 557 no existe en clients. Convertido a NULL.
558,linea_id,ID 3 no existe en lineas. Convertido a NULL.
559,Id_cliente,ID 558 no existe en clients. Convertido a NULL.
559,linea_id,ID 3 no existe en lineas. Convertido a NULL.
560,Id_cliente,ID 559 no existe en clients. Convertido a NULL.
560,linea_id,ID 3 no existe en lineas. Convertido a NULL.
561,Id_cliente,ID 560 no existe en clients. Convertido a NULL.
561,linea_id,ID 3 no existe en lineas. Convertido a NULL.
562,Id_cliente,ID 561 no existe en clients. Convertido a NULL.
562,linea_id,ID 3 no existe en lineas. Convertido a NULL.
563,Id_cliente,ID 562 no existe en clients. Convertido a NULL.
563,linea_id,ID 3 no existe en lineas. Convertido a NULL.
564,Id_cliente,ID 563 no existe en clients. Convertido a NULL.
564,linea_id,ID 3 no existe en lineas. Convertido a NULL.
565,Id_cliente,ID 564 no existe en clients. Convertido a NULL.
565,linea_id,ID 3 no existe en lineas. Convertido a NULL.
566,Id_cliente,ID 565 no existe en clients. Convertido a NULL.
567,Id_cliente,ID 566 no existe en clients. Convertido a NULL.
567,linea_id,ID 3 no existe en lineas. Convertido a NULL.
568,Id_cliente,ID 567 no existe en clients. Convertido a NULL.
568,linea_id,ID 3 no existe en lineas. Convertido a NULL.
569,Id_cliente,ID 568 no existe en clients. Convertido a NULL.
569,linea_id,ID 3 no existe en lineas. Convertido a NULL.
570,Id_cliente,ID 569 no existe en clients. Convertido a NULL.
570,linea_id,ID 3 no existe en lineas. Convertido a NULL.
571,Id_cliente,ID 570 no existe en clients. Convertido a NULL.
571,linea_id,ID 3 no existe en lineas. Convertido a NULL.
572,Id_cliente,ID 571 no existe en clients. Convertido a NULL.
572,linea_id,ID 3 no existe en lineas. Convertido a NULL.
573,Id_cliente,ID 572 no existe en clients. Convertido a NULL.
573,linea_id,ID 3 no existe en lineas. Convertido a NULL.
574,Id_cliente,ID 573 no existe en clients. Convertido a NULL.
574,linea_id,ID 3 no existe en lineas. Convertido a NULL.
575,Id_cliente,ID 574 no existe en clients. Convertido a NULL.
575,linea_id,ID 3 no existe en lineas. Convertido a NULL.
576,Id_cliente,ID 575 no existe en clients. Convertido a NULL.
576,linea_id,ID 3 no existe en lineas. Convertido a NULL.
577,Id_cliente,ID 576 no existe en clients. Convertido a NULL.
577,linea_id,ID 3 no existe en lineas. Convertido a NULL.
578,Id_cliente,ID 577 no existe en clients. Convertido a NULL.
578,linea_id,ID 9 no existe en lineas. Convertido a NULL.
579,Id_cliente,ID 578 no existe en clients. Convertido a NULL.
579,linea_id,ID 9 no existe en lineas. Convertido a NULL.
580,Id_cliente,ID 579 no existe en clients. Convertido a NULL.
581,Id_cliente,ID 580 no existe en clients. Convertido a NULL.
581,linea_id,ID 9 no existe en lineas. Convertido a NULL.
582,Id_cliente,ID 581 no existe en clients. Convertido a NULL.
582,linea_id,ID 9 no existe en lineas. Convertido a NULL.
583,Id_cliente,ID 582 no existe en clients. Convertido a NULL.
583,linea_id,ID 9 no existe en lineas. Convertido a NULL.
584,Id_cliente,ID 583 no existe en clients. Convertido a NULL.
584,linea_id,ID 9 no existe en lineas. Convertido a NULL.
585,Id_cliente,ID 584 no existe en clients. Convertido a NULL.
585,linea_id,ID 9 no existe en lineas. Convertido a NULL.
586,Id_cliente,ID 585 no existe en clients. Convertido a NULL.
586,linea_id,ID 9 no existe en lineas. Convertido a NULL.
587,Id_cliente,ID 586 no existe en clients. Convertido a NULL.
587,linea_id,ID 3 no existe en lineas. Convertido a NULL.
588,Id_cliente,ID 587 no existe en clients. Convertido a NULL.
588,linea_id,ID 9 no existe en lineas. Convertido a NULL.
589,Id_cliente,ID 588 no existe en clients. Convertido a NULL.
589,linea_id,ID 9 no existe en lineas. Convertido a NULL.
590,Id_cliente,ID 589 no existe en clients. Convertido a NULL.
590,linea_id,ID 9 no existe en lineas. Convertido a NULL.
591,Id_cliente,ID 590 no existe en clients. Convertido a NULL.
591,linea_id,ID 9 no existe en lineas. Convertido a NULL.
592,Id_cliente,ID 591 no existe en clients. Convertido a NULL.
592,linea_id,ID 9 no existe en lineas. Convertido a NULL.
593,Id_cliente,ID 592 no existe en clients. Convertido a NULL.
593,linea_id,ID 9 no existe en lineas. Convertido a NULL.
594,Id_cliente,ID 593 no existe en clients. Convertido a NULL.
594,linea_id,ID 9 no existe en lineas. Convertido a NULL.
595,Id_cliente,ID 594 no existe en clients. Convertido a NULL.
595,linea_id,ID 9 no existe en lineas. Convertido a NULL.
596,Id_cliente,ID 595 no existe en clients. Convertido a NULL.
596,linea_id,ID 9 no existe en lineas. Convertido a NULL.
597,Id_cliente,ID 596 no existe en clients. Convertido a NULL.
597,linea_id,ID 9 no existe en lineas. Convertido a NULL.
598,Id_cliente,ID 597 no existe en clients. Convertido a NULL.
598,linea_id,ID 9 no existe en lineas. Convertido a NULL.
599,Id_cliente,ID 598 no existe en clients. Convertido a NULL.
599,linea_id,ID 9 no existe en lineas. Convertido a NULL.
600,Id_cliente,ID 599 no existe en clients. Convertido a NULL.
600,linea_id,ID 9 no existe en lineas. Convertido a NULL.
601,Id_cliente,ID 600 no existe en clients. Convertido a NULL.
601,linea_id,ID 3 no existe en lineas. Convertido a NULL.
602,Id_cliente,ID 601 no existe en clients. Convertido a NULL.
602,linea_id,ID 9 no existe en lineas. Convertido a NULL.
603,Id_cliente,ID 602 no existe en clients. Convertido a NULL.
603,linea_id,ID 9 no existe en lineas. Convertido a NULL.
604,Id_cliente,ID 603 no existe en clients. Convertido a NULL.
604,linea_id,ID 9 no existe en lineas. Convertido a NULL.
605,Id_cliente,ID 604 no existe en clients. Convertido a NULL.
605,linea_id,ID 9 no existe en lineas. Convertido a NULL.
606,Id_cliente,ID 605 no existe en clients. Convertido a NULL.
606,linea_id,ID 9 no existe en lineas. Convertido a NULL.
607,Id_cliente,ID 606 no existe en clients. Convertido a NULL.
607,linea_id,ID 9 no existe en lineas. Convertido a NULL.
608,Id_cliente,ID 607 no existe en clients. Convertido a NULL.
608,linea_id,ID 9 no existe en lineas. Convertido a NULL.
609,Id_cliente,ID 608 no existe en clients. Convertido a NULL.
609,linea_id,ID 9 no existe en lineas. Convertido a NULL.
610,Id_cliente,ID 609 no existe en clients. Convertido a NULL.
610,linea_id,ID 9 no existe en lineas. Convertido a NULL.
611,Id_cliente,ID 610 no existe en clients. Convertido a NULL.
612,Id_cliente,ID 611 no existe en clients. Convertido a NULL.
612,linea_id,ID 9 no existe en lineas. Convertido a NULL.
613,Id_cliente,ID 612 no existe en clients. Convertido a NULL.
613,linea_id,ID 9 no existe en lineas. Convertido a NULL.
614,Id_cliente,ID 613 no existe en clients. Convertido a NULL.
614,linea_id,ID 9 no existe en lineas. Convertido a NULL.
615,Id_cliente,ID 614 no existe en clients. Convertido a NULL.
615,linea_id,ID 9 no existe en lineas. Convertido a NULL.
616,Id_cliente,ID 615 no existe en clients. Convertido a NULL.
616,linea_id,ID 9 no existe en lineas. Convertido a NULL.
617,Id_cliente,ID 616 no existe en clients. Convertido a NULL.
617,linea_id,ID 9 no existe en lineas. Convertido a NULL.
618,Id_cliente,ID 617 no existe en clients. Convertido a NULL.
618,linea_id,ID 9 no existe en lineas. Convertido a NULL.
619,Id_cliente,ID 618 no existe en clients. Convertido a NULL.
619,linea_id,ID 9 no existe en lineas. Convertido a NULL.
620,Id_cliente,ID 619 no existe en clients. Convertido a NULL.
621,Id_cliente,ID 620 no existe en clients. Convertido a NULL.
621,linea_id,ID 9 no existe en lineas. Convertido a NULL.
622,Id_cliente,ID 621 no existe en clients. Convertido a NULL.
622,linea_id,ID 9 no existe en lineas. Convertido a NULL.
623,Id_cliente,ID 622 no existe en clients. Convertido a NULL.
623,linea_id,ID 9 no existe en lineas. Convertido a NULL.
624,Id_cliente,ID 623 no existe en clients. Convertido a NULL.
624,linea_id,ID 9 no existe en lineas. Convertido a NULL.
625,Id_cliente,ID 624 no existe en clients. Convertido a NULL.
625,linea_id,ID 9 no existe en lineas. Convertido a NULL.
626,Id_cliente,ID 625 no existe en clients. Convertido a NULL.
626,linea_id,ID 9 no existe en lineas. Convertido a NULL.
627,Id_cliente,ID 626 no existe en clients. Convertido a NULL.
627,linea_id,ID 9 no existe en lineas. Convertido a NULL.
628,Id_cliente,ID 627 no existe en clients. Convertido a NULL.
628,linea_id,ID 9 no existe en lineas. Convertido a NULL.
629,Id_cliente,ID 628 no existe en clients. Convertido a NULL.
629,linea_id,ID 9 no existe en lineas. Convertido a NULL.
630,Id_cliente,ID 629 no existe en clients. Convertido a NULL.
630,linea_id,ID 9 no existe en lineas. Convertido a NULL.
631,Id_cliente,ID 630 no existe en clients. Convertido a NULL.
631,linea_id,ID 9 no existe en lineas. Convertido a NULL.
632,Id_cliente,ID 631 no existe en clients. Convertido a NULL.
632,linea_id,ID 9 no existe en lineas. Convertido a NULL.
633,Id_cliente,ID 632 no existe en clients. Convertido a NULL.
633,linea_id,ID 9 no existe en lineas. Convertido a NULL.
634,Id_cliente,ID 633 no existe en clients. Convertido a NULL.
634,linea_id,ID 9 no existe en lineas. Convertido a NULL.
